,MSZoning,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition_1,Condition_2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior_1st,Exterior_2nd,MasVnrType,MasVnrArea,Foundation,BsmtExposure,BsmtFinType_1,BsmtFinType_2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageFinish,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,_3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,YearSinceRemod,TotBathrooms
273,RL,9600,No_Alley,4,Lvl,Inside,1,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,CBlock,No,Rec,LwQ,1240,GasA,Gd,Y,SBrkr,1632,3,1,6,1,Attchd,3,1,3,289,0,0,0,0,0,MnPrv,None,4,2009,WD,Normal,139000,21,3.0
274,RL,8314,No_Alley,4,Lvl,Corner,1,Mitchel,Norm,Norm,1Fam,1Story,5,7,1982,Gable,CompShg,HdBoard,ImStucc,None,0.0,CBlock,Gd,ALQ,Unf,816,GasA,TA,Y,SBrkr,816,2,1,5,0,Attchd,2,1,3,168,0,0,0,0,0,No_Fence,None,6,2007,WD,Normal,124500,25,1.0
275,RL,7264,No_Alley,4,Lvl,Inside,1,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,No,Unf,Unf,952,GasW,Gd,N,SBrkr,1548,3,1,5,0,Detchd,2,2,3,74,0,0,0,144,0,No_Fence,None,10,2009,WD,Normal,205000,2,2.5
276,RL,9196,No_Alley,3,Lvl,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,Unf,Unf,1560,GasA,Ex,Y,SBrkr,1560,3,1,7,0,Attchd,4,2,3,100,150,0,0,0,0,No_Fence,None,4,2010,WD,Normal,201000,7,2.0
277,RL,19138,No_Alley,4,Lvl,Corner,1,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,No,LwQ,Unf,864,GasA,Ex,Y,SBrkr,864,2,1,4,0,Detchd,2,2,3,0,0,0,0,0,0,No_Fence,None,6,2010,WD,Normal,141000,59,1.0
278,RL,14450,No_Alley,4,Lvl,Inside,1,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,PConc,Gd,Unf,Unf,2121,GasA,Ex,Y,SBrkr,2121,3,1,8,1,Attchd,4,3,3,124,98,0,0,142,0,No_Fence,None,5,2007,New,Partial,415298,0,2.5
279,RL,10005,No_Alley,4,Lvl,Inside,1,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,CBlock,No,BLQ,Unf,1160,GasA,Ex,Y,SBrkr,2022,4,1,8,1,Attchd,4,2,3,288,117,0,0,0,0,No_Fence,None,3,2008,WD,Normal,192000,31,2.5
280,RL,11287,No_Alley,4,Lvl,Inside,1,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,CBlock,Av,GLQ,Unf,807,GasA,Gd,Y,SBrkr,1982,3,1,7,1,Attchd,4,2,3,0,84,0,196,0,0,No_Fence,None,1,2007,WD,Normal,228500,18,2.5
281,FV,7200,Pave,4,Lvl,Inside,1,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,PConc,No,GLQ,Unf,1262,GasA,Gd,Y,SBrkr,1262,2,1,5,0,Attchd,4,2,3,0,120,0,0,0,0,No_Fence,None,5,2006,New,Partial,185000,0,2.0
282,RL,5063,No_Alley,4,Lvl,Inside,1,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,PConc,No,GLQ,Unf,1314,GasA,Ex,Y,SBrkr,1314,2,1,6,1,Attchd,3,2,3,172,62,0,0,0,0,No_Fence,None,4,2009,ConLw,Normal,207500,1,3.0
283,RL,9612,No_Alley,4,Lvl,Inside,1,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,PConc,No,Unf,Unf,1468,GasA,Ex,Y,SBrkr,1468,3,1,6,1,Attchd,4,3,3,210,150,0,0,0,0,No_Fence,None,12,2009,New,Partial,244600,0,2.0
284,RL,8012,No_Alley,4,Lvl,Inside,1,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,Gable,CompShg,Plywood,ImStucc,None,0.0,PConc,No,GLQ,Unf,1575,GasA,Gd,Y,SBrkr,1575,2,1,5,0,Attchd,3,2,3,0,0,52,0,0,0,No_Fence,None,7,2007,WD,Normal,179200,15,3.0
285,FV,4251,Pave,3,Lvl,Inside,1,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,PConc,No,Unf,Unf,625,GasA,Ex,Y,SBrkr,1250,2,1,5,0,Detchd,3,2,3,0,54,0,0,0,0,No_Fence,None,6,2007,New,Partial,164700,0,2.5
286,RL,9786,No_Alley,3,Bnk,Inside,1,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,No,Rec,Unf,912,GasA,TA,Y,SBrkr,1734,3,1,7,1,Attchd,3,2,3,0,0,0,0,128,0,GdPrv,None,6,2006,WD,Normal,159000,25,1.5
287,RL,8125,No_Alley,3,Lvl,Corner,1,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,No,BLQ,Unf,858,GasA,TA,Y,SBrkr,858,3,1,5,0,No_Garage,1,0,3,0,0,0,0,0,0,No_Fence,None,6,2006,WD,Normal,88000,35,1.0
288,RL,9819,No_Alley,3,Lvl,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,CBlock,No,BLQ,Unf,882,GasA,TA,Y,SBrkr,900,3,1,5,0,Detchd,2,1,3,0,0,0,0,0,0,MnPrv,None,2,2010,WD,Normal,122000,43,1.0
289,RL,8730,No_Alley,4,Lvl,Inside,1,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,No,Unf,Unf,698,GasA,Ex,Y,FuseA,1396,3,1,7,0,Detchd,2,1,3,0,0,0,0,259,0,No_Fence,None,7,2007,WD,Normal,153575,4,1.0
290,RL,15611,No_Alley,4,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,Av,Unf,Unf,1079,GasA,Ex,Y,SBrkr,1919,3,1,8,1,Attchd,3,2,3,0,51,0,0,0,0,No_Fence,None,7,2006,New,Partial,233230,0,2.5
291,RL,5687,Grvl,4,Bnk,Inside,1,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,Rec,Unf,780,GasA,Ex,N,SBrkr,1716,6,1,9,0,No_Garage,1,0,1,0,184,0,0,0,0,No_Fence,None,3,2008,WD,Normal,135900,8,3.0
292,RL,11409,No_Alley,4,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,No,LwQ,Unf,768,GasA,Gd,Y,SBrkr,1716,3,1,8,1,Attchd,2,1,3,0,0,0,0,160,0,No_Fence,None,1,2009,WD,Normal,131000,1,1.5
293,RL,16659,No_Alley,3,Lvl,Corner,1,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,CBlock,No,ALQ,Unf,795,GasA,Fa,Y,SBrkr,2263,3,1,9,1,Attchd,4,2,3,0,250,0,0,0,0,No_Fence,None,3,2006,WD,Normal,235000,12,3.5
294,RL,9600,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,CBlock,No,GLQ,Unf,1416,GasA,TA,Y,SBrkr,1644,3,1,7,2,Attchd,4,2,3,110,0,0,0,0,0,No_Fence,None,10,2009,WD,Normal,167000,56,2.0
295,RL,7937,No_Alley,3,Lvl,CulDSac,1,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,Av,GLQ,Unf,1003,GasA,TA,Y,SBrkr,1003,3,1,6,0,Detchd,2,2,3,120,0,0,0,0,0,GdPrv,None,3,2006,WD,Normal,142500,22,2.0
296,RM,13710,No_Alley,4,Lvl,Inside,1,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,No,BLQ,Unf,910,GasA,TA,Y,FuseA,1558,4,1,6,0,Attchd,2,1,3,289,0,0,0,0,0,MnPrv,None,6,2007,WD,Normal,152000,57,1.5
297,FV,7399,Pave,3,Lvl,Inside,1,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,PConc,No,BLQ,Unf,975,GasA,Ex,Y,SBrkr,1950,3,1,7,1,Detchd,3,2,3,0,10,0,0,198,0,No_Fence,None,6,2007,WD,Normal,239000,9,2.5
298,RL,11700,No_Alley,4,Lvl,Inside,1,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365.0,CBlock,No,ALQ,Rec,702,GasA,Gd,Y,SBrkr,1743,3,1,7,1,Attchd,2,2,3,224,0,0,0,0,0,No_Fence,None,6,2007,WD,Normal,175000,39,2.5
299,RL,14000,No_Alley,4,Lvl,Inside,1,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,No,Unf,Unf,1092,GasA,Ex,Y,SBrkr,1152,3,1,6,1,Attchd,2,1,3,0,36,0,0,0,0,GdPrv,None,8,2009,WD,Family,158500,5,1.5
300,RL,15750,No_Alley,4,Lvl,Corner,1,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,CBlock,Mn,BLQ,Unf,1165,GasA,TA,Y,SBrkr,1336,2,1,5,2,Attchd,2,1,3,0,0,0,0,0,0,No_Fence,None,6,2006,WD,Normal,157000,53,2.0
301,RL,16226,No_Alley,1,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,GLQ,Unf,1028,GasA,Ex,Y,SBrkr,2452,4,1,9,1,BuiltIn,4,2,3,208,50,0,0,0,0,No_Fence,None,5,2007,WD,Normal,267000,8,2.5
302,RL,13704,No_Alley,3,Lvl,Corner,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,PConc,No,Unf,Unf,1541,GasA,Ex,Y,SBrkr,1541,3,1,6,1,Attchd,3,3,3,468,81,0,0,0,0,No_Fence,None,1,2006,WD,Normal,205000,4,2.0
303,RL,9800,No_Alley,4,Lvl,Corner,1,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,ALQ,Unf,894,GasA,TA,Y,SBrkr,894,3,1,5,0,Attchd,2,2,3,256,0,0,0,0,0,GdWo,None,7,2006,WD,Abnorml,149900,34,2.0
304,RM,18386,No_Alley,4,Lvl,Inside,1,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,Gable,CompShg,CemntBd,CmentBd,None,0.0,BrkTil,No,Unf,Unf,1470,GasA,Ex,Y,SBrkr,3493,3,1,10,1,Attchd,2,3,3,302,0,0,0,0,0,No_Fence,None,5,2008,WD,Normal,295000,6,3.0
305,RL,10386,No_Alley,4,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,PConc,No,GLQ,Unf,2000,GasA,Ex,Y,SBrkr,2000,3,1,8,0,Attchd,4,3,3,168,0,0,0,0,0,No_Fence,None,7,2007,WD,Normal,305900,2,3.0
306,RL,13474,No_Alley,4,Lvl,Inside,1,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,Gable,CompShg,HdBoard,Plywood,BrkFace,246.0,CBlock,No,ALQ,Unf,700,GasA,Gd,Y,SBrkr,2243,4,1,8,1,Attchd,3,3,3,127,44,224,0,0,0,No_Fence,None,6,2007,WD,Normal,225000,16,3.5
307,RM,7920,Grvl,3,Lvl,Inside,1,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,No,Unf,Unf,319,GasA,TA,Y,FuseA,1406,3,1,6,0,No_Garage,1,0,1,0,144,0,0,0,0,MnPrv,None,3,2008,WD,Normal,89500,58,1.0
308,RL,12342,No_Alley,3,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,No,BLQ,Unf,861,GasA,Ex,Y,SBrkr,861,1,1,4,0,Detchd,2,2,3,158,0,0,0,0,0,No_Fence,None,3,2009,WD,Normal,82500,59,1.0
309,RL,12378,No_Alley,3,Lvl,Inside,1,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,Gd,GLQ,Unf,1896,GasA,Ex,Y,SBrkr,1944,3,1,8,3,Attchd,4,3,3,208,175,0,0,0,0,No_Fence,None,11,2006,WD,Normal,360000,2,3.0
310,RL,7685,No_Alley,3,Lvl,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,PConc,No,ALQ,Unf,697,GasA,Gd,Y,SBrkr,1501,3,1,6,1,Attchd,4,2,3,190,63,0,0,0,0,No_Fence,None,5,2006,WD,Normal,165600,12,2.5
311,RL,8000,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,No,ALQ,Unf,972,GasA,Ex,Y,SBrkr,972,2,1,5,1,Detchd,2,1,3,0,0,0,0,0,0,No_Fence,None,5,2009,WD,Normal,132000,7,2.0
312,RM,7800,No_Alley,4,Lvl,Inside,1,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,Mn,Rec,Unf,793,GasA,TA,Y,SBrkr,1118,3,1,5,1,Detchd,2,2,3,0,0,0,0,271,0,MnPrv,None,5,2006,WD,Normal,119900,56,2.0
313,RL,215245,No_Alley,1,Low,Inside,3,Timber,Norm,Norm,1Fam,1Story,7,5,1965,Hip,CompShg,BrkFace,BrkFace,None,0.0,CBlock,Gd,ALQ,Rec,2136,GasW,TA,Y,SBrkr,2036,3,1,8,2,Attchd,3,2,3,0,0,0,0,0,0,No_Fence,None,6,2009,WD,Normal,375000,44,4.0
314,RM,9600,Grvl,4,Lvl,Inside,1,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,No,LwQ,Unf,728,GasA,Ex,Y,SBrkr,1641,3,1,6,1,Detchd,2,2,3,0,0,234,0,0,0,No_Fence,None,8,2006,WD,Normal,178000,16,2.0
315,RL,7795,No_Alley,3,Lvl,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,GLQ,Unf,716,GasA,Ex,Y,SBrkr,1432,3,1,6,1,Attchd,4,2,3,100,51,0,0,0,0,No_Fence,None,7,2009,WD,Normal,188500,4,3.5
316,RL,13005,No_Alley,3,Lvl,Corner,1,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,CBlock,No,GLQ,Unf,845,GasA,TA,Y,SBrkr,2353,4,1,10,1,Attchd,3,2,3,288,195,0,0,0,0,GdPrv,None,8,2009,WD,Normal,260000,29,3.5
317,FV,9000,No_Alley,4,Lvl,Inside,1,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,Av,Unf,Unf,1088,GasA,Ex,Y,SBrkr,1959,3,1,8,1,Attchd,3,3,3,208,46,0,0,0,0,No_Fence,None,12,2007,WD,Normal,270000,1,2.5
318,RL,9900,No_Alley,4,Low,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,PConc,Gd,GLQ,Unf,1347,GasA,Ex,Y,SBrkr,2646,4,1,9,1,Attchd,3,3,3,340,60,144,0,0,0,No_Fence,None,4,2009,WD,Normal,260000,16,3.5
319,RL,14115,No_Alley,4,Lvl,Inside,1,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,CBlock,Av,GLQ,Unf,1372,GasA,TA,Y,SBrkr,1472,3,1,6,2,Attchd,2,2,3,233,48,0,0,0,0,No_Fence,None,6,2009,WD,Normal,187500,29,3.0
320,RL,16259,No_Alley,4,Lvl,Corner,1,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,PConc,Av,Unf,Unf,1249,GasA,Ex,Y,SBrkr,2596,4,1,9,0,Attchd,3,3,3,240,154,0,0,0,0,No_Fence,None,9,2006,New,Partial,342643,0,3.5
321,RL,12099,No_Alley,3,Lvl,Inside,1,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,PConc,Av,GLQ,Unf,1136,GasA,Ex,Y,SBrkr,2468,4,1,10,1,BuiltIn,4,3,3,184,154,0,0,0,0,No_Fence,None,6,2007,WD,Normal,354000,3,3.5
322,RL,10380,No_Alley,3,Lvl,Inside,1,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,CBlock,Gd,LwQ,ALQ,1502,GasA,Ex,Y,SBrkr,2730,4,1,8,1,Attchd,4,2,3,201,96,0,0,0,0,MnPrv,None,8,2007,WD,Normal,301000,20,3.5
323,RM,5820,No_Alley,4,Lvl,Inside,1,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,No,ALQ,Unf,1162,GasA,Ex,Y,SBrkr,1163,3,1,6,0,Attchd,2,1,3,142,98,0,0,0,0,No_Fence,None,7,2006,WD,Normal,126175,1,2.0
324,RL,11275,No_Alley,4,Lvl,Corner,1,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300.0,CBlock,No,Unf,Unf,710,GasA,Ex,Y,SBrkr,2978,5,1,11,1,BuiltIn,4,2,3,240,0,0,0,0,0,No_Fence,None,6,2010,WD,Normal,242000,3,2.5
325,RM,5000,No_Alley,4,Lvl,Inside,1,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,Av,BLQ,Unf,720,GasA,Po,N,FuseF,803,2,1,5,0,Detchd,2,2,3,0,0,244,0,0,0,No_Fence,None,12,2007,WD,Normal,87000,57,1.0
326,RL,10846,No_Alley,3,Lvl,CulDSac,1,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,Gable,CompShg,BrkFace,BrkFace,None,0.0,PConc,Gd,GLQ,Unf,1719,GasA,Ex,Y,SBrkr,1719,1,1,6,2,Attchd,4,2,3,122,30,0,0,0,0,No_Fence,None,5,2008,Con,Normal,324000,15,3.5
327,RL,11600,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175.0,CBlock,No,Rec,Unf,1383,GasA,TA,Y,SBrkr,1383,3,1,7,0,Attchd,3,1,3,0,45,0,0,0,0,No_Fence,None,4,2006,WD,Normal,145250,46,1.5
328,RL,11888,Pave,3,Bnk,Inside,1,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,BrkTil,No,Unf,Unf,844,GasA,Gd,N,FuseA,2134,5,1,10,0,Detchd,2,2,3,0,60,268,0,0,0,No_Fence,None,7,2009,WD,Normal,214500,15,2.0
329,RM,6402,No_Alley,4,Lvl,Corner,1,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,PConc,Mn,Unf,Unf,596,GasA,TA,N,SBrkr,1192,3,1,6,0,Detchd,2,1,1,0,0,137,0,0,0,GdWo,None,7,2009,WD,Normal,78000,59,1.0
330,RL,10624,No_Alley,3,Lvl,Inside,1,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,84.0,CBlock,No,GLQ,Rec,1728,GasA,TA,Y,SBrkr,1728,6,2,10,0,Detchd,2,1,3,155,0,0,0,0,0,No_Fence,None,11,2007,WD,Normal,119000,43,2.5
331,RL,8176,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,No,Rec,Unf,1056,GasA,Fa,Y,SBrkr,1056,3,1,6,0,Attchd,3,1,3,0,0,0,0,0,0,No_Fence,None,8,2007,WD,Normal,139000,15,2.0
332,RL,10655,No_Alley,3,Lvl,Inside,1,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,PConc,No,GLQ,No_basement,3206,GasA,Ex,Y,SBrkr,1629,3,1,7,1,Attchd,3,3,3,0,0,0,0,0,0,No_Fence,None,10,2009,WD,Normal,284000,5,3.0
333,RM,8198,No_Alley,4,Lvl,FR3,1,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146.0,PConc,Av,GLQ,Unf,1358,GasA,Ex,Y,SBrkr,1358,2,1,6,1,Attchd,3,2,3,192,30,0,0,0,0,No_Fence,None,7,2008,WD,Normal,207000,4,3.0
334,RL,9042,No_Alley,3,Lvl,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,Gd,GLQ,Unf,943,GasA,Gd,Y,SBrkr,1638,3,1,7,2,Attchd,4,2,3,100,38,0,0,0,0,No_Fence,None,7,2008,WD,Normal,192000,10,3.5
335,RL,164660,No_Alley,3,HLS,Corner,3,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,Gable,CompShg,Plywood,Plywood,None,0.0,CBlock,Gd,ALQ,BLQ,1499,GasA,Ex,Y,SBrkr,1786,3,1,7,2,Attchd,4,2,3,670,0,0,0,0,0,No_Fence,Shed,8,2008,WD,Normal,228950,43,4.0
336,RL,14157,No_Alley,3,HLS,Corner,1,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,PConc,Gd,GLQ,Unf,1922,GasA,Ex,Y,SBrkr,1922,3,1,8,1,Attchd,4,3,3,178,51,0,0,0,0,No_Fence,None,7,2007,WD,Normal,377426,1,3.0
337,RL,9135,No_Alley,4,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,PConc,Av,GLQ,Unf,1536,GasA,Ex,Y,SBrkr,1536,3,1,7,0,Attchd,3,2,3,192,74,0,0,0,0,No_Fence,None,12,2008,WD,Normal,214000,5,3.0
338,RL,14145,No_Alley,4,Lvl,Corner,1,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,Mn,ALQ,Unf,1208,GasA,Ex,Y,SBrkr,1621,3,1,8,0,Attchd,3,2,3,108,45,0,0,0,0,No_Fence,Shed,5,2006,WD,Normal,202500,8,3.0
339,RL,12400,No_Alley,3,Lvl,Inside,1,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,CBlock,No,Rec,Unf,1215,GasA,TA,Y,FuseA,1215,3,1,6,0,Attchd,2,1,3,0,0,0,0,234,0,No_Fence,None,6,2009,WD,Normal,155000,11,1.0
340,RL,14191,No_Alley,4,Lvl,Inside,1,Timber,Norm,Norm,1Fam,2Story,8,5,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,Unf,Unf,967,GasA,Ex,Y,SBrkr,1908,4,1,9,0,Attchd,4,2,3,135,0,0,0,0,0,No_Fence,None,4,2010,WD,Normal,202900,8,2.5
341,RH,8400,No_Alley,4,Lvl,Inside,1,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0.0,CBlock,No,Unf,Unf,721,GasA,Gd,Y,SBrkr,841,2,1,4,0,CarPort,2,1,1,250,0,24,0,0,0,No_Fence,None,9,2009,WD,Normal,82000,59,1.0
342,RL,8544,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,Gable,CompShg,Stucco,Stucco,BrkFace,340.0,Slab,No_basement,No_basement,No_basement,0,Wall,Fa,N,FuseA,1040,2,2,6,0,Detchd,2,2,3,0,0,0,0,0,0,No_Fence,None,5,2006,WD,Normal,87500,56,2.0
343,RL,8849,No_Alley,3,Lvl,Inside,1,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,616.0,PConc,No,GLQ,Unf,1684,GasA,Ex,Y,SBrkr,1684,2,1,6,1,Attchd,3,2,3,495,72,0,0,0,0,No_Fence,None,7,2008,WD,Normal,266000,3,2.0
344,RM,2592,No_Alley,4,Lvl,Inside,1,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,CBlock,No,Rec,BLQ,536,GasA,TA,Y,SBrkr,1112,3,1,4,0,Attchd,2,1,3,182,0,0,0,0,0,No_Fence,None,4,2010,WD,Normal,85000,34,1.5
345,RL,6435,No_Alley,4,Lvl,Inside,1,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,Gable,CompShg,MetalSd,MetalSd,None,0.0,BrkTil,No,Unf,Unf,972,GasA,Gd,Y,SBrkr,1577,3,1,6,1,Detchd,2,1,3,0,0,0,0,0,0,No_Fence,None,10,2006,WD,Normal,140200,56,1.0
